author,author-corrected,gender,alternative_1,alternative_2,alternative_3,alternative_4,alternative_5,,,,,
CONRAD ROESCH,Conrad Roesch,Male,,,,,,,,,,
THOMAS HOWELLS,Thomas Howells,Male,THOMAS HOWELLS III,,,,,,,,,
JEFF ZABEL,Jeff Zabel,Male,,,,,,,,,,
ALESSANDRO BARBARINO,Alessandro Barbarino,Male,,,,,,,,,,
DAVID BYRNE,David Byrne,Male,,,,,,,,,,
RAFFAELLA SADUM,Raffaella Sadum,Female,,,,,,,,,,
KAZUYUKI MOTOHASI,Kazuyuki Motohasi,Male,,,,,,,,,,
DALE JORGENSON,Dale Jorgenson,Male,,,,,,,,,,
MUN S. HO,Mun S. Ho,Male,,,,,,,,,,
JON SAMUELS,Jon Samuels,Male,,,,,,,,,,
TSUTOMU MIYAGAWA,Tsutomu Miyagawa,Male,,,,,,,,,,
KONOMI TONOGI,Konomi Tonogi,Female,,,,,,,,,,
KYOJI FUKAO,Kyoji Fukao,Male,,,,,,,,,,
GAVIN WALLIS,Gavin Wallis,Male,,,,,,,,,,
SUMIO HAMAGATA,Sumio Hamagata,Male,,,,,,,,,,
MORTEN BENNEDSEN,Morten Bennedsen,Male,,,,,,,,,,
DANIEL WOLFENZON,Daniel Wolfenzon,Male,,,,,,,,,,
FEDERICO CINGANO,Federico Cingano,Male,,,,,,,,,,
IAN LARKIN,Ian Larkin,Male,,,,,,,,,,
RAN ABRAMITZKY,Ran Abramitzky,Male,,,,,,,,,,
EKATERINA ZHURAVSKAYA,Ekaterina Zhuravskaya,Female,,,,,,,,,,
EVGENY YAKOVLEV,Evgeny Yakovlev,Male,,,,,,,,,,
ELIANA LA FERRARA,Eliana La Ferrara,Female,ELIANA LAFERRARA,,,,,,,,,
CLAUDIO FERRAZ,Claudio Ferraz,Male,,,,,,,,,,
FREDERICO FINAN,Frederico Finan,Male,,,,,,,,,,
ROHINI PANDE,Rohini Pande,Female,,,,,,,,,,
DANIEL DIERMEIER,Daniel Diermeier,Male,,,,,,,,,,
DAVID BARON,David Baron,Male,,,,,,,,,,
POHAN FONG,Pohan Fong,Male,,,,,,,,,,
GUIDO TABELLINI,Guido Tabellini,Male,,,,,,,,,,
DALE MORTENSON,Dale Mortenson,Male,,,,,,,,,,
JAGADEESH SIVADASAN,Jagadeesh Sivadasan,Male,,,,,,,,,,
BENJAMIN SAND,Benjamin Sand,Male,,,,,,,,,,
DAVID A. GREEN,David A. Green,Male,David Green,,,,,,,,,
ANDREA FINICELLI,Andrea Finicelli,Male,,,,,,,,,,
PATRIZIO PAGANO,Patrizio Pagano,Male,,,,,,,,,,
ZHIPENG YAN,Zhipeng Yan,Male,,,,,,,,,,
LAARNI BULAN,Laarni Bulan,Female,,,,,,,,,,
RAM C. ACHARYA,Ram C. Acharya,Male,RAM ACHARYA,,,,,,,,,
F. MICHAEL SCHERER,F. Michael Scherer,Male,,,,,,,,,,
KENNETH FLAMM,Kenneth Flamm,Male,,,,,,,,,,
SINAN ARAL,Sinan Aral,Male,,,,,,,,,,
ALVIN MURPHY,Alvin Murphy,Male,,,,,,,,,,
GILLES DURANTON,Gilles Duranton,Male,,,,,,,,,,
NATHANIEL BAUM-SNOW,Nathaniel Baum-Snow,Male,,,,,,,,,,
ALEXEI TCHISTYI,Alexei Tchistyi,Male,,,,,,,,,,
DWIGHT JAFFEE,Dwight Jaffee,Male,,,,,,,,,,
TOMASZ PISKORSKI,Tomasz Piskorski,Male,,,,,,,,,,
MARIGEE BACOLOD,Marigee Bacolod,Female,,,,,,,,,,
MARK GARMAISE,Mark Garmaise,Male,,,,,,,,,,
DANIEL HUNGERMAN,Daniel Hungerman,Male,,,,,,,,,,
JOCEYLYN E. FINLAY,Joceylyn E. Finlay,Female,,,,,,,,,,
DAVID CANNING,David Canning,Male,,,,,,,,,,
DAVID E. BLOOM,David E. Bloom,Male,,,,,,,,,,
GUNTHER FINK,Gunther Fink,Male,,,,,,,,,,
JOSEPH T. MARCHAND,Joseph T. Marchand,Male,,,,,,,,,,
ANDREW CAPLIN,Andrew Caplin,Male,,,,,,,,,,
STEVEN LAUFER,Steven Laufer,Male,,,,,,,,,,
MARCUS CASEY,Marcus Casey,Male,,,,,,,,,,
OLIVIA S. MITCHELL,Olivia S. Mitchell,Female,OLIVIA MITCHELL,,,,,,,,,
ETHAN COHEN-COLE,Ethan Cohen-Cole,Male,,,,,,,,,,
WENDY DUNN,Wendy Dunn,Female,,,,,,,,,,
JAROMIR NOSAL,Jaromir Nosal,Male,,,,,,,,,,
XAVIER MATEOS-PLANAS,Xavier Mateos-Planas,Male,,,,,,,,,,
DAMIANO SANDRI,Damiano Sandri,Male,,,,,,,,,,
DMYTRYO HRYSHKO,Dmytryo Hryshko,Male,,,,,,,,,,
LAURA TURNER,Laura Turner,Female,,,,,,,,,,
GREG KAPLAN,Greg Kaplan,Male,,,,,,,,,,
KIICHI TOKUOKA,Kiichi Tokuoka,Male,,,,,,,,,,
ANDREW LEICESTER,Andrew Leicester,Male,,,,,,,,,,
DANIEL AARONSON,Daniel Aaronson,Male,,,,,,,,,,
PAUL SULLIVAN,Paul Sullivan,Male,,,,,,,,,,
HAN OZSOYLEV,Han Ozsoylev,Male,,,,,,,,,,
SANJIV DAS,Sanjiv Das,Male,,,,,,,,,,
JOHAN WALDEN,Johan Walden,Male,,,,,,,,,,
ANISHA GHOSH,Anisha Ghosh,Female,,,,,,,,,,
BRAD BARBER,Brad Barber,Male,,,,,,,,,,
SCOTT JOSLIN,Scott Joslin,Male,,,,,,,,,,
GREG DUFFEE,Greg Duffee,Male,,,,,,,,,,
BENRNARD DUMAS,Benrnard Dumas,Male,,,,,,,,,,
ROBERT GOLDSTEIN,Robert Goldstein,Male,,,,,,,,,,
CLIFF ASNESS,Cliff Asness,Male,,,,,,,,,,
S. VISWANATHAN,S. Viswanathan,Male,S. Vish Viswanathan,,,,,,,,,
PETER TUFANO,Peter Tufano,Male,,,,,,,,,,
PETER DE MARZO,Peter De Marzo,Male,Peter M. DeMarzo,,,,,,,,,
MICHAEL FISHMAN,Michael Fishman,Male,,,,,,,,,,
SUSAN WOODWARD,Susan Woodward,Female,,,,,,,,,,
ITAMAR DRECHSLER,Itamar Drechsler,Male,,,,,,,,,,
DAVE MARCOTTE,Dave Marcotte,Male,,,,,,,,,,
KAREN NORBERG,Karen Norberg,Female,,,,,,,,,,
CHRISTINE HAUSER,Christine Hauser,Female,,,,,,,,,,
BHASKAR MAZUMDER,Bhaskar Mazumder,Male,,,,,,,,,,
DANIELA VURI,Daniela Vuri,Female,,,,,,,,,,
SANG YONG PARK,Sang Yong Park,Male,,,,,,,,,,
MARTI SUBRAHMANYAM,Marti Subrahmanyam,Female,,,,,,,,,,
RAJKAMAL IYER,Rajkamal Iyer,Male,,,,,,,,,,
MICHAEL S. WEISBACH,Michael S. Weisbach,Male,MICHAEL WEISBACH,,,,,,,,,
LEI ZHANG,Lei Zhang,Male,,,,,,,,,,
MORTEN SØRENSEN,Morten S��rensen,Male,MORTEN SORENSEN,,,,,,,,,
KRISHNAMURTHY SUBRAMANIAN,Krishnamurthy Subramanian,Male,,,,,,,,,,
HARESH SAPRA,Haresh Sapra,Male,,,,,,,,,,
AJAY SUBRAMANIAN,Ajay Subramanian,Male,,,,,,,,,,
ANDREW HERTZBERG,Andrew Hertzberg,Male,,,,,,,,,,
DANIEL PARAVISINI,Daniel Paravisini,Male,,,,,,,,,,
BO BECKER,Bo Becker,Male,,,,,,,,,,
JOSE MARIA LIBERTI,Jose Maria Liberti,Male,JOSE LIBERTI,,,,,,,,,
FAUSTO PANUNZI,Fausto Panunzi,Male,,,,,,,,,,
HOWELL E. JACKSON,Howell E. Jackson,Male,,,,,,,,,,
MARK J. ROE,Mark J. Roe,Male,MARK ROE,,,,,,,,,
HIDEAKI MIYAJIMA,Hideaki Miyajima,Male,,,,,,,,,,
XAVIER GIROUD,Xavier Giroud,Male,,,,,,,,,,
HOLGER M. MUELLER,Holger M. Mueller,Male,HOLGER MUELLER,,,,,,,,,
NANDINI GUPTA,Nandini Gupta,Female,,,,,,,,,,
KRISTIN J. FORBES,Kristin J. Forbes,Female,KRISTIN FORBES,,,,,,,,,
DAVID MABER,David Maber,Male,,,,,,,,,,
FABRIZIO FERRI,Fabrizio Ferri,Male,,,,,,,,,,
KATE LITVAK,Kate Litvak,Female,,,,,,,,,,
PAOLO VOLPIN,Paolo Volpin,Male,,,,,,,,,,
ROBIN GREENWOOD,Robin Greenwood,Male,,,,,,,,,,
M. TODD HENDERSON,M. Todd Henderson,Male,,,,,,,,,,
KARL A.MULLER,Karl A.Muller,Male,,,,,,,,,,
ALAN D. JAGOLINZER,Alan D. Jagolinzer,Male,,,,,,,,,,
J.C. DAMMANN,J.C. Dammann,Male,,,,,,,,,,
MATTHIAS SCHUNDELN,Matthias Schundeln,Male,,,,,,,,,,
HENRY HANSMANN,Henry Hansmann,Male,,,,,,,,,,
JEROLD ZIMMERMAN,Jerold Zimmerman,Male,,,,,,,,,,
FENG GAO,Feng Gao,Female,,,,,,,,,,
JOANNA SHUANG WU,Joanna Shuang Wu,Female,,,,,,,,,,
JONATHAN MONTEN,Jonathan Monten,Male,,,,,,,,,,
JEFFREY FAGAN,Jeffrey Fagan,Male,,,,,,,,,,
CHRISTOPHER CARPENTER,Christopher Carpenter,Male,,,,,,,,,,
ISRA BATTY,Isra Batty,Female,,,,,,,,,,
KAREN ROLF,Karen Rolf,Female,,,,,,,,,,
BHASHKAR MAZUMDER,Bhashkar Mazumder,Male,,,,,,,,,,
LINDA CARTER,Linda Carter,Female,,,,,,,,,,
WARREN WHATLEY,Warren Whatley,Male,,,,,,,,,,
WILLIAM J. COLLINS,William J. Collins,Male,WILLIAM COLLINS,,,,,,,,,
TOM NICHOLAS,Tom Nicholas,Male,,,,,,,,,,
LIAM BRUNT,Liam Brunt,Male,,,,,,,,,,
ADELINE DELAVANDE,Adeline Delavande,Female,,,,,,,,,,
LUIS VASCONCELOS,Luis Vasconcelos,Male,,,,,,,,,,
JASON BARR,Jason Barr,Male,,,,,,,,,,
DEAN LUECK,Dean Lueck,Male,,,,,,,,,,
TREVOR KOLLMAN,Trevor Kollman,Male,,,,,,,,,,
MICHAEL KILEY,Michael Kiley,Male,,,,,,,,,,
JEAN-PHILIPPE LAFORTE,Jean-Philippe Laforte,Male,,,,,,,,,,
TACK YUN,Tack Yun,Male,,,,,,,,,,
KLAUS DESMET,Klaus Desmet,Male,,,,,,,,,,
DAVID LEVINE,David Levine,Male,,,,,,,,,,
PABLO SELAYA,Pablo Selaya,Male,,,,,,,,,,
JEANET BENTZEN,Jeanet Bentzen,Female,,,,,,,,,,
REUVEN GLICK,Reuven Glick,Male,,,,,,,,,,
JOHN WARNER,John Warner,Male,,,,,,,,,,
SEBASTIAN NEGRUSA,Sebastian Negrusa,Male,,,,,,,,,,
CURTIS SIMON,Curtis Simon,Male,,,,,,,,,,
DEEPA DHUME,Deepa Dhume,Female,,,,,,,,,,
CHRISTOPHER FOOTE,Christopher Foote,Male,,,,,,,,,,
JONATHAN MARTEN,Jonathan Marten,Male,,,,,,,,,,
ROZLYN ENGEL,Rozlyn Engel,Female,,,,,,,,,,
BROCK BLOMBERG,Brock Blomberg,Male,,,,,,,,,,
NATHAN CONVERSE,Nathan Converse,Male,,,,,,,,,,
KEVIN MUMFORD,Kevin Mumford,Male,,,,,,,,,,
JUSTIN MARION,Justin Marion,Male,,,,,,,,,,
ROBERT CARROLL,Robert Carroll,Male,,,,,,,,,,
GERALD AUTEN,Gerald Auten,Male,,,,,,,,,,
PATRICIA CORTES,Patricia Cortes,Female,,,,,,,,,,
DANIELE PASSERMAN,Daniele Passerman,Male,,,,,,,,,,
ALBRECHT GLITZ,Albrecht Glitz,Male,,,,,,,,,,
BRYAN GRAHAM,Bryan Graham,Male,,,,,,,,,,
ERIK LINDQVIST,Erik Lindqvist,Male,,,,,,,,,,
NICOLAS BLOOM,Nicolas Bloom,Male,,,,,,,,,,
DAVID RAPSON,David Rapson,Male,,,,,,,,,,
THOMAS KLIER,Thomas Klier,Male,,,,,,,,,,
MARTIN J. OSBORNE,Martin J. Osborne,Male,,,,,,,,,,
ANDREW LEACH,Andrew Leach,Male,,,,,,,,,,
PEDRO CARNEIRO,Pedro Carneiro,Male,,,,,,,,,,
ALAN FUCHS,Alan Fuchs,Male,,,,,,,,,,
ORIE SHELEF,Orie Shelef,Male,,,,,,,,,,
HUNT ALLCOTT,Hunt Allcott,Male,,,,,,,,,,
ERICH J. MUEHLEGGER,Erich J. Muehlegger,Male,ERICH MUEHLEGGER,,,,,,,,,
KEVIN K. TSUI,Kevin K. Tsui,Male,,,,,,,,,,
CHANONT BANTERNGHANSA,Chanont Banternghansa,Male,,,,,,,,,,
LINDA T.M. BUI,Linda T.M. Bui,Female,LINDA BUI,,,,,,,,,
NIKHIL AGARWAL,Nikhil Agarwal,Male,,,,,,,,,,
RAYMOND GUITERAS,Raymond Guiteras,Male,,,,,,,,,,
CLAIR NULL,Clair Null,Female,,,,,,,,,,
PENG WANG,Peng Wang,Male,,,,,,,,,,
RAY FAIR,Ray Fair,Male,,,,,,,,,,
HONG LI,Hong Li,Female,,,,,,,,,,
ALAN GARBER,Alan Garber,Male,,,,,,,,,,
PINAR KARACA-MANDIC,Pinar Karaca-Mandic,Female,,,,,,,,,,
EMILIA SIMEONOVA,Emilia Simeonova,Female,,,,,,,,,,
PASCALINE DUPAS,Pascaline Dupas,Female,,,,,,,,,,
JESSICA COHEN,Jessica Cohen,Female,,,,,,,,,,
DAVID FRISVOLD,David Frisvold,Male,,,,,,,,,,
MIRKO WIEDERHOLT,Mirko Wiederholt,Male,,,,,,,,,,
MARK GERLER,Mark Gerler,Male,,,,,,,,,,
RHYS MENDES,Rhys Mendes,Male,,,,,,,,,,
PIERRE YARED,Pierre Yared,Male,,,,,,,,,,
QUAMRUL ASHRAF,Quamrul Ashraf,Male,,,,,,,,,,
MARCEL JANSEN,Marcel Jansen,Male,,,,,,,,,,
MATTEO CERVELLATI,Matteo Cervellati,Male,,,,,,,,,,
UWE SUNDE,Uwe Sunde,Male,,,,,,,,,,
ARIELL RESHEF,Ariell Reshef,Male,,,,,,,,,,
ALEX LEVKOV,Alex Levkov,Male,,,,,,,,,,
MICHELE TERTLIT,Michele Tertlit,Female,,,,,,,,,,
LIRAN EINAV,Liran Einav,Male,,,,,,,,,,
MARK JENKINS,Mark Jenkins,Male,,,,,,,,,,
DAVID HARRINGTON,David Harrington,Male,,,,,,,,,,
RON GOETTLER,Ron Goettler,Male,,,,,,,,,,
BEN SHILLER,Ben Shiller,Male,,,,,,,,,,
C. LANIER BENKARD,C. Lanier Benkard,Male,Lanier Benkard,,,,,,,,,
RALPH SIEBERT,Ralph Siebert,Male,,,,,,,,,,
CHRISTINE ZULEHNER,Christine Zulehner,Female,,,,,,,,,,
ALI YURUKOGLU,Ali Yurukoglu,Male,,,,,,,,,,
GREGORY CRAWFORD,Gregory Crawford,Male,,,,,,,,,,
YI DENG,Yi Deng,Female,,,,,,,,,,
CATHERINE TUCKER,Catherine Tucker,Female,,,,,,,,,,
WILLIAM LINCOLN,William Lincoln,Male,,,,,,,,,,
JOHN CONLEY,John Conley,Male,,,,,,,,,,
ARVIND MALHOTRA,Arvind Malhotra,Male,,,,,,,,,,
BOB GIBBONS,Bob Gibbons,Male,,,,,,,,,,
ALBERTO GALASSO,Alberto Galasso,Male,,,,,,,,,,
DANIEL QUINT,Daniel Quint,Male,,,,,,,,,,
MORTON SORENSEN,Morton Sorensen,Male,,,,,,,,,,
RAFAEL DI TELLA,Rafael Di Tella,Male,,,,,,,,,,
JOHN VAN REENAN,John Van Reenan,Male,,,,,,,,,,
CLAUDIO AGOSTINI,Claudio Agostini,Male,,,,,,,,,,
PHILLIP BROWN,Phillip Brown,Male,,,,,,,,,,
ERNESTO DAL BO,Ernesto Dal Bo,Male,,,,,,,,,,
FEDERICO FINAN,Federico Finan,Male,,,,,,,,,,
DAVID LAGAKOS,David Lagakos,Male,,,,,,,,,,
CARLOS PEREIRA,Carlos Pereira,Male,,,,,,,,,,
BERNARDO MUELLER,Bernardo Mueller,Male,,,,,,,,,,
MARCUS MELO,Marcus Melo,Male,,,,,,,,,,
JEFFREY FRIEDEN,Jeffrey Frieden,Male,,,,,,,,,,
FERNANDA NECHIO,Fernanda Nechio,Female,,,,,,,,,,
MICK DEVEREUX,Mick Devereux,Male,,,,,,,,,,
ISABELLE MEJEAN,Isabelle Mejean,Female,,,,,,,,,,
STEFANIE HALLER,Stefanie Haller,Female,,,,,,,,,,
AYHAN KOSE,Ayhan Kose,Male,,,,,,,,,,
CHRISTOPHER OTROK,Christopher Otrok,Male,,,,,,,,,,
ERIC VAN WINCOOP,Eric Van Wincoop,Male,,,,,,,,,,
ROBERT FLOOD,Robert Flood,Male,,,,,,,,,,
NANCY MARION,Nancy Marion,Female,,,,,,,,,,
ANA FOSTEL,Ana Fostel,Female,,,,,,,,,,
JOHN GEANAKOPLOS,John Geanakoplos,Male,,,,,,,,,,
RALPH OSSA,Ralph Ossa,Male,,,,,,,,,,
PRAVIN KRISHNA,Pravin Krishna,Male,,,,,,,,,,
JOSHUA AIZENMAN,Joshua Aizenman,Male,,,,,,,,,,
ARNAUD COSTINOT,Arnaud Costinot,Male,,,,,,,,,,
EDWIN LAI,Edwin Lai,Male,,,,,,,,,,
BEATA JAVORCIK,Beata Javorcik,Female,,,,,,,,,,
EMILY BLANCHARD,Emily Blanchard,Female,,,,,,,,,,
NINO SITCHINAVA,Nino Sitchinava,Female,,,,,,,,,,
RAYMOND FISMAN,Raymond Fisman,Male,,,,,,,,,,
JAVIER BIRCHENALL,Javier Birchenall,Male,,,,,,,,,,
BEN LESTER,Ben Lester,Male,,,,,,,,,,
JEREMY LISE,Jeremy Lise,Male,,,,,,,,,,
PIETER GAUTIER,Pieter Gautier,Male,,,,,,,,,,
LEO KAAS,Leo Kaas,Male,,,,,,,,,,
JOHN B. TAYLOR,John B. Taylor,Male,,,,,,,,,,
OLEG ITSKHOKI,Oleg Itskhoki,Male,,,,,,,,,,
NEIL MEADS,Neil Meads,Male,,,,,,,,,,
S. BORAÄžAN ARUOBA,S. BoraÄŮan Aruoba,Unknown,S. Boragan Aruoba,BORAGAN ARUOBA,,,,,,,,
JAN EBERLY,Jan Eberly,Female,,,,,,,,,,
JAN HATZIUS,Jan Hatzius,Male,,,,,,,,,,
DAVID GREENLAW,David Greenlaw,Male,,,,,,,,,,
LUCA ANTONIO RICCI,Luca Antonio Ricci,Male,Luca A. Ricci,,,,,,,,,
ROSLYN SWICK,Roslyn Swick,Female,,,,,,,,,,
ART SENSENIG,Art Sensenig,Male,,,,,,,,,,
BONNIE MURPHY,Bonnie Murphy,Female,,,,,,,,,,
CHARLES STEINDEL,Charles Steindel,Male,,,,,,,,,,
CHARLES R. HULTEN,Charles R. Hulten,Male,CHARLES HULTEN,,,,,,,,,
KAYE HUSBANDS-FEALING,Kaye Husbands-Fealing,Female,,,,,,,,,,
NICHOLAS GREENIA,Nicholas Greenia,Male,,,,,,,,,,
CAROL A. CORRADO,Carol A. Corrado,Female,CAROL CORRADO,,,,,,,,,
ANGUS DEATON,Angus Deaton,Male,,,,,,,,,,
RYAN C. MCDEVITT,Ryan C. Mcdevitt,Male,Ryan McDevitt,,,,,,,,,
KAREN KOPECKY,Karen Kopecky,Female,,,,,,,,,,
ANDERS POULSEN,Anders Poulsen,Male,,,,,,,,,,
ANDREW NEELY,Andrew Neely,Male,,,,,,,,,,
RACHEL GRIFFITH,Rachel Griffith,Female,,,,,,,,,,
RAFAELLA SADUN,Rafaella Sadun,Female,,,,,,,,,,
BO COWGILL,Bo Cowgill,Male,,,,,,,,,,
MICHAEL SINKINSON,Michael Sinkinson,Male,,,,,,,,,,
VICTOR MENALDO,Victor Menaldo,Male,,,,,,,,,,
ROMAIN WACZIARG,Romain Wacziarg,Male,,,,,,,,,,
PIERRE CAHUC,Pierre Cahuc,Male,,,,,,,,,,
SHANKER STAYANATH,Shanker Stayanath,Male,,,,,,,,,,
DANIEL BERGER,Daniel Berger,Male,,,,,,,,,,
EMANUELA CARDIA,Emanuela Cardia,Female,,,,,,,,,,
MN DING,Mn Ding,Male,,,,,,,,,,
LORIN M. HITT,Lorin M. Hitt,Male,Lorin Hitt,,,,,,,,,
MIKKO PACKALEN,Mikko Packalen,Male,,,,,,,,,,
AMIT SERU,Amit Seru,Male,,,,,,,,,,
TANMOY MUKHERJEE,Tanmoy Mukherjee,Male,,,,,,,,,,
VIKRANT VIG,Vikrant Vig,Male,,,,,,,,,,
MATIAS BUSSO,Matias Busso,Male,,,,,,,,,,
DEVIN POPE,Devin Pope,Male,,,,,,,,,,
BRENT AMBROSE,Brent Ambrose,Male,,,,,,,,,,
SEUNG HYUN HONG,Seung Hyun Hong,Male,,,,,,,,,,
LU HAN,Lu Han,Female,,,,,,,,,,
YAN SONG,Yan Song,Female,,,,,,,,,,
DAVID RIDLEY,David Ridley,Male,,,,,,,,,,
ADAM HALE SHAPIRO,Adam Hale Shapiro,Male,Adam Shapiro,,,,,,,,,
TANO SANTOS,Tano Santos,Male,,,,,,,,,,
ERIK HEITFIELD,Erik Heitfield,Male,,,,,,,,,,
STEPHEN BROWN,Stephen Brown,Male,,,,,,,,,,
TOBIAS ADRIAN,Tobias Adrian,Male,,,,,,,,,,
MANOJ MOHANAN,Manoj Mohanan,Male,,,,,,,,,,
YANG YAO,Yang Yao,Male,,,,,,,,,,
LIXIN COLIN XU,Lixin Colin Xu,Male,,,,,,,,,,
JEFF KLING,Jeff Kling,Male,,,,,,,,,,
LYDIA TEJEDA-ASHTON,Lydia Tejeda-Ashton,Female,,,,,,,,,,
GIOVANNI MASTROBUONI,Giovanni Mastrobuoni,Male,,,,,,,,,,
DAVID SEIF,David Seif,Male,,,,,,,,,,
GAOBO PANG,Gaobo Pang,Male,,,,,,,,,,
MARK WARSHAWSKY,Mark Warshawsky,Male,,,,,,,,,,
STEPHEN SHORE,Stephen Shore,Male,,,,,,,,,,
SHANE JENSEN,Shane Jensen,Male,,,,,,,,,,
JAY RYAN,Jay Ryan,Male,,,,,,,,,,
KAREN GOLDENBERG,Karen Goldenberg,Female,,,,,,,,,,
WILLIAM PASSERO,William Passero,Male,,,,,,,,,,
THESIA GARNER,Thesia Garner,Female,,,,,,,,,,
TIMOTHY SMEEDING,Timothy Smeeding,Male,,,,,,,,,,
BRUCE D. MEYER,Bruce D. Meyer,Male,BRUCE MEYER,,,,,,,,,
SONG HAN,Song Han,Male,,,,,,,,,,
MARINA PAVAN,Marina Pavan,Female,,,,,,,,,,
FELICIA IONESCU,Felicia Ionescu,Female,,,,,,,,,,
ERWAN QUINTIN,Erwan Quintin,Male,,,,,,,,,,
GIACOMO RODANO,Giacomo Rodano,Male,,,,,,,,,,
JOCHEN MANKART,Jochen Mankart,Male,,,,,,,,,,
ROBERT MCCLELLAND,Robert Mcclelland,Male,,,,,,,,,,
JAMES FEIGENBAUM,James Feigenbaum,Male,,,,,,,,,,
MARIO PADULA,Mario Padula,Male,,,,,,,,,,
ALEJANDRO BADEL,Alejandro Badel,Male,,,,,,,,,,
IOURII MANOVSKI,Iourii Manovski,Male,,,,,,,,,,
ROOZBEH HOSSEINI,Roozbeh Hosseini,Male,,,,,,,,,,
LAUREN NICHOLAS,Lauren Nicholas,Female,,,,,,,,,,
ELIZABETH TY WILDE,Elizabeth Ty Wilde,Female,,,,,,,,,,
SAMUEL KLEINER,Samuel Kleiner,Male,,,,,,,,,,
LEWIS SANDY,Lewis Sandy,Male,,,,,,,,,,
ANUPAM B. JENA,Anupam B. Jena,Male,Anupam Jena,,,,,,,,,
HEIDI WILLIAMS,Heidi Williams,Female,,,,,,,,,,
GARTH WIENS,Garth Wiens,Male,,,,,,,,,,
JEFFREY R. KLING,Jeffrey R. Kling,Male,JEFFREY KLING,,,,,,,,,
NAHID TABATABAI,Nahid Tabatabai,Female,,,,,,,,,,
CIARAN PHIBBS,Ciaran Phibbs,Male,,,,,,,,,,
PATRICIA STONE,Patricia Stone,Male,,,,,,,,,,
CAROLYN WHITNALL,Carolyn Whitnall,Female,,,,,,,,,,
MATT SUTTON,Matt Sutton,Male,,,,,,,,,,
FRANK WINDMEIJER,Frank Windmeijer,Male,,,,,,,,,,
SHAILENDER SWAMINATHAN,Shailender Swaminathan,Male,,,,,,,,,,
SUBRAMANIAM RAMANARAYANAN,Subramaniam Ramanarayanan,Male,,,,,,,,,,
SAMANTHA HEEP,Samantha Heep,Female,,,,,,,,,,
STEVEN EWER,Steven Ewer,Male,,,,,,,,,,
TODD WAGNER,Todd Wagner,Male,,,,,,,,,,
MATHIS WAGNER,Mathis Wagner,Male,,,,,,,,,,
SRIKANTH KADIYALA,Srikanth Kadiyala,Male,,,,,,,,,,
ERIN STRUMPF,Erin Strumpf,Female,,,,,,,,,,
STEPHEN P. ZELDES,Stephen P. Zeldes,Male,Stephen Zeldes,,,,,,,,,
JOACHIM WINTER,Joachim Winter,Male,,,,,,,,,,
FLORIAN HEISS,Florian Heiss,Male,,,,,,,,,,
YUHUI ZHENG,Yuhui Zheng,Female,,,,,,,,,,
PIERRE-CARL MICHAUD,Pierre-Carl Michaud,Male,,,,,,,,,,
ADAM H. GAILEY,Adam H. Gailey,Male,,,,,,,,,,
LUBOS PASTOR,Lubos Pastor,Male,,,,,,,,,,
MATT RICHARDSON,Matt Richardson,Male,,,,,,,,,,
JAMES P. WESTON,James P. Weston,Male,,,,,,,,,,
GUSTAVO GRULLON,Gustavo Grullon,Male,,,,,,,,,,
MIKE GOLOSOV,Mike Golosov,Male,,,,,,,,,,
IAN MARTIN,Ian Martin,Male,,,,,,,,,,
DAEHEE JEONG,Daehee Jeong,Male,,,,,,,,,,
HWAGYUN KIM,Hwagyun Kim,Male,,,,,,,,,,
JOHN Y. CAMPBELL,John Y. Campbell,Male,JOHN CAMPBELL,,,,,,,,,
JASON BEELER,Jason Beeler,Male,,,,,,,,,,
WENDY LI,Wendy Li,Female,,,,,,,,,,
CHRIS PAPAGEORGIOU,Chris Papageorgiou,Male,,,,,,,,,,
ARVIND SUBRAMANIAN,Arvind Subramanian,Male,,,,,,,,,,
WILL LARSON,Will Larson,Male,,,,,,,,,,
STEVEN J. DAVIS,Steven J. Davis,Male,STEVEN DAVIS,,,,,,,,,
ELENA LOUKOIANOVA,Elena Loukoianova,Female,,,,,,,,,,
JOSEPH HAUBRICH,Joseph Haubrich,Male,,,,,,,,,,
NARAYANA R. KOCHERLAKOTA,Narayana R. Kocherlakota,Male,NARAYANA KOCHERLAKOTA,,,,,,,,,
TONI M. WHITED,Toni M. Whited,Female,TONI WHITED,,,,,,,,,
ROGER E.A. FARMER,Roger E.A. Farmer,Male,ROGER FARMER,,,,,,,,,
JIANJUN MIAO,Jianjun Miao,Male,,,,,,,,,,
HUI CHEN,Hui Chen,Male,,,,,,,,,,
TANJU YORULMAZER,Tanju Yorulmazer,Male,,,,,,,,,,
DOUGLAS GALE,Douglas Gale,Male,,,,,,,,,,
BRYAN R. ROUTLEDGE,Bryan R. Routledge,Male,BRYAN ROUTLEDGE,,,,,,,,,
STANLEY E. ZIN,Stanley E. Zin,Male,STANLEY ZIN,,,,,,,,,
DAVID K. BACKUS,David K. Backus,Male,DAVID BACKUS,,,,,,,,,
MANUEL ADELINO,Manuel Adelino,Male,,,,,,,,,,
PAUL S. WILLEN,Paul S. Willen,Male,PAUL WILLEN,,,,,,,,,
EVA MORK,Eva Mork,Female,,,,,,,,,,
DMITIR ROMANOV,Dmitir Romanov,Male,,,,,,,,,,
NORBERT SCHADY,Norbert Schady,Male,,,,,,,,,,
KASEY BUCKLES,Kasey Buckles,Female,,,,,,,,,,
