author,paper_title,author_affiliation,date,time,location,association,session_title,session_jel_code,session_chair,session_chair_affiliation,discussant_1,discussant_1_affiliation,discussant_2,discussant_2_affiliation,discussant_3,discussant_3_affiliation,discussant_4,discussant_4_affiliation,discussant_5,discussant_5_affiliation,author.y,gender,alternative_1,alternative_2,alternative_3,alternative_4,alternative_5,X,X.1,X.2,X.3,X.4,,
Dennis Scanlon,"Where Would You Go for Your Next Hospitalization? The Roles of Perceptions, Inertia, and Satisfaction",Pennsylvania State University,Jan 07 2011,10:15 AM,"Hyatt Regency, Capitol 7",Health Economics Research Organization,"Contributed Papers in Consumer Hospital Choice, Health Expenditures in China, and Hospital Outpatient Payment Effects",I1,J. Michael Fitzmaurice,Agency for Healthcare Research and Quality,Lauren Hersch Nicholas,University of Michigan,Li Gan,Texas A&M University,Sam Zuvekas,Agency for Healthcare Research and Quality,,,,,DENNIS SCANLON,Male,,,,,,NA,NA,NA,NA,NA,,
Dennis Tao Yang,Accounting for Rising Wages in China,Chinese University of Hong Kong,Jan 08 2011,8:00 AM,"Hyatt Regency, Mineral Hall F",Association for Comparative Economic Studies,Labor Markets: from the Colonial Past to Globalization and Transition,J4,Joseph Brada,Arizona State University,C. Hoyt Bleakley,University of Chicago,Naci Mocan,Louisiana State University,Judith Hellerstein,University of Maryland,Shing-Yi Wang,New York University,,,DENNIS TAO YANG,Male,,,,,,NA,NA,NA,NA,NA,,
Diane Whitmore Schanzenbach,Long Run Impacts of Early Life Exposure to Food and Nutrition Programs,University of Chicago,Jan 08 2011,8:00 AM,"Sheraton, Governor's Square 11",American Economic Association,Understanding the Effects of War on Poverty Programs,I3,Robert Margo,Boston University,Phillip Levine,Wellesley College,Jacob Vigdor,Duke University,Robert Margo,Boston University,Rucker Johnson,University of California-Berkeley,,,DIANE WHITMORE SCHANZENBACH,Female,,,,,,NA,NA,NA,NA,NA,,
Diane Whitmore Schanzenbach,Assessing the Impacts of Closing Persistently Failing Schools,Northwestern University,Jan 08 2011,10:15 AM,"Sheraton, Vail",American Economic Association,School Accountability and Student Outcomes: The Impact of No Child Left Behind,I2,Jonah Rockoff,Columbia Business School,David Figlio,Northwestern University,Steven G. Rivkin,Amherst College,Bruce Sacerdote,Dartmouth College,Brian A. Jacob,University of Michigan,,,DIANE WHITMORE SCHANZENBACH,Female,,,,,,NA,NA,NA,NA,NA,,
Dietrich Earnhart,The Financial Effects of Environmental Regulation: Actual Profitability versus Expected Profitability,University of Kansas,Jan 08 2011,2:30 PM,"Hyatt Regency, Capitol 6",Association of Environmental & Resource Economists,Competitiveness and the Environment,Q5,Carolyn Fischer,Resources for the Future,Lori Bennear,Duke University,Mario Teisl,University of Maine,Carolyn Fischer,Resources for the Future,Alexander Pfaff,Duke University,,,DIETRICH EARNHART,Male,,,,,,NA,NA,NA,NA,NA,,
Dimitri Vayanos,"Flight to Quality, Flight to Liquidity, and the Pricing of Risk",London School of Economics,Jan 07 2011,8:00 AM,"Sheraton, Plaza Court 1",Econometric Society,Demand for Liquidity,E4,Arvind Krishnamurthy,Northwestern University,Amir Sufi,University of Chicago,Douglas W. Diamond,University of Chicago,Lasse Heje Pedersen,New York University,Viral V Acharya,New York University,,,DIMITRI VAYANOS,Male,,,,,,NA,NA,NA,NA,NA,,
Dimitri Vayanos,Liquidity and Asset Prices: A Unified Framework,London School of Economics,Jan 07 2011,10:15 AM,"Sheraton, Plaza Court 1",Econometric Society,Financial Frictions and Asset Pricing,G0,Lasse Pedersen,New York University,Robin Greenwood,Harvard Business School,Joshua Coval,Harvard Business School,Arvind Krishnamurthy,Northwestern University,,,,,DIMITRI VAYANOS,Male,,,,,,NA,NA,NA,NA,NA,,
Dion Bongaerts,Tiebreaker: Certification and Multiple Credit Ratings,Erasmus University Rotterdam,Jan 08 2011,8:00 AM,"Marriott, Denver Suite IV",American Finance Association,Financial Regulation and Policy,G1,Mark Flannery,University of Florida,George Pennacchi,University of Illinois-Urbana-Champaign,Chester Spatt,Carnegie Mellon University,Jean-Charles Rochet,University of Toulouse,Evan Dudley,University of Florida,,,Dion Bongaerts,Male,,,,,,NA,NA,NA,NA,NA,,
Dirk Bergemann,Robust Predictions in Games with Incomplete Information,Yale University,Jan 07 2011,2:30 PM,"Sheraton, Plaza Court 6",Econometric Society,Economic Theory Methods,C6,,,David McAdams,Duke University,Tim van Zandt,INSEAD,Alessandro Pavan,Northwestern University,,,,,Dirk Bergemann,Male,,,,,,NA,NA,NA,NA,NA,,
Dirk Jenter,CEO Preferences and Acquisitions,Stanford University,Jan 08 2011,2:30 PM,"Sheraton, Director's Row J",Econometric Society,Corporate Governance,G3,Dirk Jenter,Stanford University,Kevin Murphy,University of Southern California,Francisco Perez-Gonzales,Stanford University,Martijn Cremers,Yale University,,,,,DIRK JENTER,Male,,,,,,NA,NA,NA,NA,NA,,
Dirk Jenter,Performance-Induced CEO Turnover,Stanford Graduate School of Business,Jan 08 2011,8:00 AM,"Marriott, Colorado Salon E",American Finance Association,Executive Compensation and Turnover,G3,Carola Frydman,Massachusetts Institute of Technology,Michael Lemmon,University of Utah,Laura Starks,University of Texas-Austin,Camelia Kuhnen,Northwestern University,,,,,DIRK JENTER,Male,,,,,,NA,NA,NA,NA,NA,,
Dirk Krueger,Are Recessions Good for Young People?,University of Pennsylvania,Jan 08 2011,8:00 AM,"Marriott, Mattie Silks",Society for Economic Dynamics,The Labor Market,J2,Nir Jaimovich,Stanford University,,,,,,,,,,,DIRK KRUEGER,Male,,,,,,NA,NA,NA,NA,NA,,
Dobrislav Dobrev,The Information Content of High-Frequency Data for Estimating Equity Return Models and Forecasting Risk,Federal Reserve Board,Jan 09 2011,10:15 AM,"Sheraton, Plaza Court 8",Econometric Society,Continuous Time Econometrics,C1,Xiaohong Chen,Yale University,Nour Meddahi,Toulouse School of Economics,Ernst Schaumburg,Federal Reserve Bank of New York,Yacine Ait-Sahalia,Princeton University,Bjorn Eraker,University of Wisconsin,,,Dobrislav Dobrev,Male,,,,,,NA,NA,NA,NA,NA,,
Don Fullerton,Does the Indexing of Government Transfers Make Carbon Pricing Progressive?,University of Illinois,Jan 07 2011,12:30 PM,"Hyatt Regency, Capitol 2",Agricultural & Applied Economics Association,Climate Change Policy Design,Q5,Wallace Tyner,Purdue University,Wallace E. Tyner,Purdue University,,,,,,,,,DON FULLERTON,Male,,,,,,NA,NA,NA,NA,NA,,
Don Fullerton,"Multiple Pollutants, Unregulated Sectors, and Suboptimal Environmental Policies","University of Ilinois, Urbana-Champaign",Jan 09 2011,10:15 AM,"Hyatt Regency, Capitol 6",Association of Environmental & Resource Economists,Theory of Environmental Policy,Q5,Jason Shogren,University of Wyoming,Hilary Sigman,Rutgers University,Ryan Kellogg,University of Michigan,Jason Shogren,University of Wyoming,Corbett Grainger,University of Wisconsin,Linda Nostbakken,University of Alberta,DON FULLERTON,Male,,,,,,NA,NA,NA,NA,NA,,
Dong Lou,Supply Shocks in Liquid Markets,London School of Economics,Jan 07 2011,10:15 AM,"Sheraton, Plaza Court 1",Econometric Society,Financial Frictions and Asset Pricing,G0,Lasse Pedersen,New York University,Robin Greenwood,Harvard Business School,Joshua Coval,Harvard Business School,Arvind Krishnamurthy,Northwestern University,,,,,Dong Lou,Male,,,,,,NA,NA,NA,NA,NA,,
Dong Lou,Complicated Trades,London School of Economics and Political Science,Jan 08 2011,10:15 AM,"Marriott, Colorado Salon E",American Finance Association,Investor Sentiment,G1,Robin Greenwood,Harvard Business School,Itamar Drechsler,New York University,Alok Kumar,University of Texas-Austin,Lily Fang,INSEAD,David McLean,University of Alberta,,,Dong Lou,Male,,,,,,NA,NA,NA,NA,NA,,
Dong Lou,The Self-Serving Attribution Bias: How Mutual Fund Managers Become Overconfident and Subsequently Underperform,London School of Economics and Political Science,Jan 08 2011,8:00 AM,"Marriott, Colorado Salons G & H",American Finance Association,Mutual Funds and Hedge Funds Managers' Behavior,G1,Andrea Frazzini,"AQR Capital Management, LLC",Brad Barber,"University of California, Davis",Simon Gervais,Duke University,Zhinguo He,University of Chicago,Roni Kisin,"Washington University, St. Louis",,,Dong Lou,Male,,,,,,NA,NA,NA,NA,NA,,
Donggyu Sul,New Empirics of Transnational Terrorism and Its Impact on Economic Growth,University of Texas-Dallas,Jan 08 2011,10:15 AM,"Sheraton, Governor's Square 15",American Economic Association,Economic Impacts of the September 11 Attacks: A Ten-Year Retrospective,H8,Adam Rose,University of Southern California,Martin Feldstein,Harvard University and NBER,Edward Glaeser,Harvard University,Alan Krueger,Princeton University,Bryan Roberts,Dept of Homeland Security,,,DONGGYU SUL,Male,,,,,,NA,NA,NA,NA,NA,,
Dora L. Costa,Energy Conservation “Nudges” and Environmentalist Ideology: Evidence from a Randomized Residential Electricity Field Experiment,University of California-Los Angeles and NBER,Jan 08 2011,2:30 PM,"Sheraton, Director's Row E",American Economic Association,Energy Conservation and Electricity Demand,Q4,Dora Costa,University of California-Los Angeles and NBER,Paul Joskow,Alfred P. Sloan Foundation and Massachusetts Institute of Technology,Erin Mansur,Dartmouth College and NBER,Catherine Wolfram,University of California-Berkeley and NBER,,,,,DORA L. COSTA,Female,DORA COSTA,,,,,NA,NA,NA,NA,NA,,
Douglas Almond,Prenatal Sex Determination and Birth Defects in Taiwan,Cornell University,Jan 09 2011,8:00 AM,"Hyatt Regency, Mineral Hall B",Chinese Economic Association in North America,Health Policies and Health Outcomes,I1,Maisy Wong,University of Pennsylvania,,,,,,,,,,,DOUGLAS ALMOND,Male,,,,,,NA,NA,NA,NA,NA,,
Douglas Almond,Long Run Impacts of Early Life Exposure to Food and Nutrition Programs,Cornell University,Jan 08 2011,8:00 AM,"Sheraton, Governor's Square 11",American Economic Association,Understanding the Effects of War on Poverty Programs,I3,Robert Margo,Boston University,Phillip Levine,Wellesley College,Jacob Vigdor,Duke University,Robert Margo,Boston University,Rucker Johnson,University of California-Berkeley,,,DOUGLAS ALMOND,Male,,,,,,NA,NA,NA,NA,NA,,
Douglas Almond,"O Sister, Where Art Thou? The Role of Son Preference and Sex Choice: Evidence from ImmigrantsO Sister, Where Art Thou? The Role of Son Preference and Sex Choice: Evidence from Immigrants",Cornell University,Jan 07 2011,8:00 AM,"Sheraton, Vail",American Economic Association,Intergenerational Transmission of Socioeconomic Outcomes,J6,Sandra Black,University of Texas-Austin,Sandra Black,University of Texas-Austin,Marianne Page,University of California-Davis,Bhashkar Mazumder,Federal Reserve Bank of Chicago,Nathan Grawe,Carleton College,,,DOUGLAS ALMOND,Male,,,,,,NA,NA,NA,NA,NA,,
Douglas Miller,The Long-Term Effects of Head Start on Criminal Behavior,University of California-Davis,Jan 08 2011,8:00 AM,"Sheraton, Governor's Square 11",American Economic Association,Understanding the Effects of War on Poverty Programs,I3,Robert Margo,Boston University,Phillip Levine,Wellesley College,Jacob Vigdor,Duke University,Robert Margo,Boston University,Rucker Johnson,University of California-Berkeley,,,DOUGLAS MILLER,Male,,,,,,NA,NA,NA,NA,NA,,
Douglas W. Diamond,A Theory of Debt Maturity: The Long and Short of Debt Overhang,University of Chicago,Jan 07 2011,10:15 AM,"Marriott, Colorado Salons C & D",American Finance Association,Capital Structure,G3,Murillo Campello,University of Illinois at Urbana-Champaign,Christopher Hennessy,London Business School,Charles Kahn,University of Illinois-Urbana-Champaign,Mark Leary,Duke University,,,,,Douglas W. Diamond,Male,DOUGLAS DIAMOND,,,,,NA,NA,NA,NA,NA,,
Douglas W. Diamond,Illiquidity Seeking Banks and Financial Regulation,University of Chicago,Jan 08 2011,10:15 AM,"Sheraton, Governor's Square 12",American Economic Association,"Bailouts, Incentives, and Regulation",E6,Thomas Philippon,New York University,,,,,,,,,,,Douglas W. Diamond,Male,DOUGLAS DIAMOND,,,,,NA,NA,NA,NA,NA,,
Dylan B. Minor,Increasing Effort Through Softening Incentives in Contests,University of California-Berkeley,Jan 09 2011,1:00 PM,"Sheraton, Savoy",American Economic Association,Contests: Theory and Experiments,D7,Nicholas Shunda,University of Redlands,James W. Boudreau,University of Texas-Pan American,John Cadigan,Gettysburg College,Dylan B. Minor,University of California-Berkeley,Roman M. Sheremeta,Chapman University,,,Dylan B. Minor,Male,,,,,,NA,NA,NA,NA,NA,,
Dylan Rassier,The Financial Effects of Environmental Regulation: Actual Profitability versus Expected Profitability,U.S. Department of Commerce,Jan 08 2011,2:30 PM,"Hyatt Regency, Capitol 6",Association of Environmental & Resource Economists,Competitiveness and the Environment,Q5,Carolyn Fischer,Resources for the Future,Lori Bennear,Duke University,Mario Teisl,University of Maine,Carolyn Fischer,Resources for the Future,Alexander Pfaff,Duke University,,,Dylan Rassier,Male,,,,,,NA,NA,NA,NA,NA,,
Ebonya L. Washington,Are the Seeds of Bad Governance Sown in Good Times?,Yale University,Jan 08 2011,10:15 AM,"Marriott, Denver Suite IV",American Finance Association,"Corporate Governance, Ownership, and Activism",G3,Gregor Matvos,University of Chicago,Sanjai Bhagat,University of Colorado-Boulder,Todd Gormley,University of Pennsylvania,Bo Becker,Harvard Business School,,,,,Ebonya L. Washington,Female,,,,,,NA,NA,NA,NA,NA,,
Edouard Challe,"Produce or Speculate? Asset Bubbles, Occupational Choice and Efficiency",Ecole Polytechnique,Jan 07 2011,8:00 AM,"Sheraton, Director's Row E",American Economic Association,Evidence on Asset Price Bubbles,E3,Jonas Fisher,Federal Reserve Bank of Chicago,,,,,,,,,,,Edouard Challe,Male,,,,,,NA,NA,NA,NA,NA,,
Edward Barbier,A Spatial Model of Ecosystem Services,University of Wyoming,Jan 08 2011,8:00 AM,"Hyatt Regency, Capitol 6",Association of Environmental & Resource Economists,Spatial Frontiers in Environmental and Resource Economics,Q2,David Zilberman,"University of California, Berkeley",Scott Lowe,Boise State University,Kelsey Jack,Harvard University,James Sanchirico,University of California-Davis,Antonio Bento,Cornell University,Matthew Kahn,University of California-Los Angeles,EDWARD BARBIER,Male,,,,,,NA,NA,NA,NA,NA,,
Edward Glaeser,"Entrepreneurship, Mines, and Urban Growth",Harvard University,Jan 08 2011,2:30 PM,"Marriott, Denver Suite I & II",American Real Estate & Urban Economic Association/American Economic Association,Agglomeration and Entrepreneurship,O4,Stuart Rosenthal,Syracuse University,Esteban Rossi-Hansberg,Princeton University,Curtis Simon,Clemson University,Francois Ortalo-Magne,University of Wisconsin,Jan Brueckner,University of California-Irvine,,,EDWARD GLAESER,Male,,,,,,NA,NA,NA,NA,NA,,
Edward Kung,"Why Do Life Insurance Policyholders Lapse? The Roles of Income, Health and Bequest Motive Shocks",Duke University,Jan 07 2011,2:30 PM,"Hyatt Regency, Mineral Hall G",Chinese Economic Association in North America/American Economic Association,Industrial Organization,L2,Serena Ng,Columbia University,Matt Shum,California Institute of Technology,Han Hong,Stanford University,Panle Jia,Massachusetts Institute of Technology,Andrew Ching,University of Toronto,,,Edward Kung,Male,,,,,,NA,NA,NA,NA,NA,,
Edward Morrison,Mortgage Modification and Strategic Default,Columbia Law School,Jan 08 2011,2:30 PM,"Sheraton, Governor's Square 17",American Economic Association,Financial Innovation and Securitization,G2,Douglas Diamond,University of Chicago,Gary Gorton,Yale University,Anil Kashyap,University of Chicago,Atif Mian,University of California-Berkeley,Karen Pence,Federal Reserve Board,,,Edward Morrison,Male,,,,,,NA,NA,NA,NA,NA,,
Edward N. Wolff,What Progress Has Been Made in Alleviating Racial Economic Inequality?,New York University and Levy Economics Institute of Bard College,Jan 08 2011,2:30 PM,"Hyatt Regency, Agate A",Union for Radical Political Economists,Inequality and Worker Well-Being in the U.S.,J3,Michael Carr,University of Massachusetts-Boston,Ben Zipperer,University of Massachusetts-Amherst,Wesley Pech,Wofford College,,,,,,,EDWARD N. WOLFF,Male,EDWARD WOLFF,,,,,NA,NA,NA,NA,NA,,
Edward N. Wolff,Economic Inequality in the U.S.: An Alternative Perspective,New York University and Levy Economics Institute of Bard College,Jan 09 2011,10:15 AM,"Hyatt Regency, Agate A",Union for Radical Political Economists,Inequality in North America,D3,Jeannette Wicks-Lim,University of Massachusetts-Amherst,Jeannette Wicks-Lim,University of Massachusetts-Amherst,Michael Carr,University of Massachusetts-Boston,,,,,,,EDWARD N. WOLFF,Male,EDWARD WOLFF,,,,,NA,NA,NA,NA,NA,,
Efraim Benmelech,Renegotiation of Securitized Debt,Harvard University,Jan 08 2011,2:30 PM,"Sheraton, Governor's Square 17",American Economic Association,Financial Innovation and Securitization,G2,Douglas Diamond,University of Chicago,Gary Gorton,Yale University,Anil Kashyap,University of Chicago,Atif Mian,University of California-Berkeley,Karen Pence,Federal Reserve Board,,,EFRAIM BENMELECH,Male,,,,,,NA,NA,NA,NA,NA,,
Elias Papaioannou,\Rule of Law,"\"" \""Divide and Rule\"" or \""the Rule of the Divided\""? The Impact of Border Design"," Pre-Colonial and Contemporary Institutions in African Development""",Dartmouth College,Jan 09 2011,8:00 AM,"Sheraton, Plaza Court 2",Econometric Society,"Contract Theory, Political Economy",D7,Stelios Michalopoulos,Tufts University,John Hatfield,Stanford University,Andrew F. Newman,Boston University and CEPR,Stelios Michalopoulos,Tufts University,Konstantin Sonin,New Economic School,,,ELIAS PAPAIOANNOU,Male,,,,,,NA,NA,NA,NA,NA
