author,paper_title,author_affiliation,date,time,location,association,session_title,session_jel_code,session_chair,session_chair_affiliation,discussant_1,discussant_1_affiliation,discussant_2,discussant_2_affiliation,discussant_3,discussant_3_affiliation,discussant_4,discussant_4_affiliation,discussant_5,discussant_5_affiliation,author.y,gender,alternative_1,alternative_2,alternative_3,alternative_4,alternative_5,X,X.1,X.2,X.3,X.4,,
Emily Oster,Optimal Expectations and Limited Medical Testing: Evidence from Huntington Disease,University of Chicago,Jan 04 2013,10:15 AM,"Hyatt, Edward C",American Economic Association,The Economics and Economic Impact of New Screening Technologies,J7,Abigail Wozniak,University of Notre Dame,Amanda Pallais,Harvard University,Luke Chicoine,DePaul University,Abigail Wozniak,University of Notre Dame,Peter Kuhn,University of California-Santa Barbara,,,Emily Oster,Female,,,,,,NA,NA,NA,NA,NA,,
Emine Boz,Sovereign Default Risk and Bank Balance Sheets,International Monetary Fund,Jan 06 2013,10:15 AM,"Hyatt, Emma C",American Economic Association,Sovereign Risk,G3,David Parsley,Vanderbilt University,,,,,,,,,,,EMINE BOZ,Female,,,,,,NA,NA,NA,NA,NA,,
Emmanuel Farhi,Social Insurance and Redistribution in Dynamic Models,Harvard University,Jan 06 2013,8:00 AM,"Hyatt, Elizabeth Ballroom G",American Economic Association,Optimal Taxation and Social Insurance,H2,Mikhail Golosov,Princeton University,,,,,,,,,,,EMMANUEL FARHI,Male,,,,,,NA,NA,NA,NA,NA,,
Emmanuel Farhi,How Much Would You Pay to Resolve Long-Run Risk?,Harvard University,Jan 06 2013,10:15 AM,"Hyatt, Elizabeth Ballroom B",American Economic Association,Risk Premia and the Macroeconomy under Non-standard Preferences,G1,Anastasios Karantounias,Federal Reserve Bank of Atlanta,Amir Yaron,University of Pennsylvania,Christopher Sleet,Carnegie Mellon University,Stanley E. Zin,New York University,David Backus,New York University,,,EMMANUEL FARHI,Male,,,,,,NA,NA,NA,NA,NA,,
Emmanuel Farhi,Dealing with the Trilemma: Capital Controls and Government Spending,Harvard University,Jan 05 2013,2:30 PM,"Hyatt, Elizabeth Ballroom A",American Economic Association,Capital Controls and the International Monetary System,F3,Carmen Reinhart,Harvard University,Robert Kollmann,Universite Libre de Bruxelles,Nicolas Coeurdacier,SciencesPo,Sebnem Kalemli-Ozcan,University of Maryland,Jeromin Zettelmeyer,European Bank for Reconstruction and Development,,,EMMANUEL FARHI,Male,,,,,,NA,NA,NA,NA,NA,,
Ennio Stacchetti,Agency Models with Frequent Actions: A Quadratic Approximation Method,New York University,Jan 05 2013,8:00 AM,"Hyatt, Cunningham A & B",Econometric Society,Contract Theory,D8,Yuliy Sannikov,Princeton University,Yuliy Sannikov,Princeton University,Jianfeng Yu,University of Minnesota,Bruno Strulovici,Northwestern University,Ennio Stacchetti,New York University,,,ENNIO STACCHETTI,Male,,,,,,NA,NA,NA,NA,NA,,
Enrico Moretti,Place Based Policies and Unemployment,University of California-Berkeley and NBER,Jan 04 2013,10:15 AM,"Hyatt, Elizabeth Ballroom B",American Economic Association,Neighborhood Effects and Place-Based Policies,R2,Lawrence Katz,Harvard University,Janet Currie,Princeton University,Greg Duncan,University of California-Irvine,Matthew Kahn,University of California-Los Angeles,,,,,ENRICO MORETTI,Male,,,,,,NA,NA,NA,NA,NA,,
Eric Bettinger,The Effects of Information on Students' College Enrollment Decisions: Evidence From a Randomized Trial,Stanford University,Jan 06 2013,1:00 PM,"Hyatt, Manchester F",American Economic Association,Choosing a College and Finishing College,I2,Caroline Hoxby,Stanford University and NBER,Scott Carrell,University of California-Davis,Sarah Reber,University of California-Los Angeles,,,,,,,ERIC BETTINGER,Male,,,,,,NA,NA,NA,NA,NA,,
Eric French,Medicaid Insurance in Old Age,Federal Reserve Bank of Chicago,Jan 05 2013,8:00 AM,"Hyatt, Ford C",Chinese Economic Association in North America,Health and Economic Development,I1,Michael Grossman,City University of New York Graduate Center,Masanori Kashiwagi,National Taiwan University,Yi-Chan Tsai,University of Tokyo,Minchung Hsu,"National Graduate Institute for Policy Studies, Japan",Elaine Liu,University of Houston,,,ERIC FRENCH,Male,,,,,,NA,NA,NA,NA,NA,,
Eric Hilt,"Economic Effects of Runs on Early \Shadow Banks\"": Trust Companies and the Impact of the Panic of 1907""",Wellesley College,Jan 05 2013,10:15 AM,"Hyatt, Manchester F",American Economic Association,Financial Policies: Lessons from Historical and Long Run Perspectives,G1,William Goetzmann,Yale University,Peter Koudijs,Stanford University,Anthony Saunders,New York University,David Thesmar,HEC Paris,Stewart Myers,Massachusetts Institute of Technology,,,ERIC HILT,Male,,,,,,NA,NA,NA,NA,NA,,
Eric Maskin,Dedication to Hal White,Musician: piano,Jan 04 2013,8:00 PM,"Hyatt, Manchester Foyer",American Economic Association,Music Session,Z1,Gary Walton,University of California-Davis,,,,,,,,,,,ERIC MASKIN,Male,,,,,,NA,NA,NA,NA,NA,,
Eric Maskin,Swing/Traditional Group,Musician: clarinet,Jan 04 2013,8:00 PM,"Hyatt, Manchester Foyer",American Economic Association,Music Session,Z1,Gary Walton,University of California-Davis,,,,,,,,,,,ERIC MASKIN,Male,,,,,,NA,NA,NA,NA,NA,,
Eric Sims,Inflation Expectations and Readiness to Spend: Cross-Sectional Evidence,University of Notre Dame and NBER,Jan 05 2013,10:15 AM,"Hyatt, Elizabeth Ballroom H",American Economic Association,"Household Heterogeneity, Business Cycles, and Monetary Policy",E2,Yuriy Gorodnichenko,University of California-Berkeley,William A. Branch,University of California-Irvine,James K. Galbraith,University of Texas-Austin,Menzie Chinn,University of Wisconsin,Martin Schneider,Stanford University,,,ERIC SIMS,Male,,,,,,NA,NA,NA,NA,NA,,
Eric T. Swanson,Measuring the Effect of the Zero Lower Bound on Medium- and Longer-Term Interest Rates,Federal Reserve Bank of San Francisco,Jan 05 2013,8:00 AM,"Hyatt, Elizabeth Ballroom G",American Economic Association,"Competing Monetary Strategies, Where Do We Go from Here?",E5,Volker Wieland,Goethe University Frankfurt,John B. Taylor,Stanford University,Yunus Aksoy,"Birkbeck College, University of London",Michael Dotsey,Federal Reserve Bank of Philadelphia,William A. Branch,University of California - Irvine,,,Eric T. Swanson,Male,,,,,,NA,NA,NA,NA,NA,,
Erica Field,Adolescent Empowerment and Female Schooling Attainment: Results from a Field Experiment in Rural Bangladesh,Harvard University,Jan 04 2013,2:30 PM,"Hyatt, Ford A",Association for Economic & Development Studies in Bangladesh,"Improving the Lives of Poor and Ultra-poor: Arsenic Information, Empowerment of Adolescents, Entrepreneurship, and SME",O1,Fahad Khalil,University of Washington,Pallab Mazumder,Florida International University,Craig Mcintosh,University of California-San Diego,Asadul Islam,Monash University,Forhad Shilpi,World Bank,,,Erica Field,Female,,,,,,NA,NA,NA,NA,NA,,
Erik Brynjolfsson,Management in American (CENSUS),Massachusetts Institute of Technology,Jan 04 2013,2:30 PM,"Hyatt, Elizabeth Ballroom G",American Economic Association,"Big Data, New Data",Y1,Erik Brynjolfsson,Massachusetts Institute of Technology,,,,,,,,,,,ERIK BRYNJOLFSSON,Male,,,,,,NA,NA,NA,NA,NA,,
Erik Hurst,"Manufacturing Busts, Housing Booms, and the Labor Supply of Lower Educated Men",University of Chicago,Jan 05 2013,10:15 AM,"Hyatt, Mohsen A & B",Society for Economic Dynamics,The Great Recession and Recovery,E3,Henry Siu,University of British Columbia,,,,,,,,,,,ERIK HURST,Male,,,,,,NA,NA,NA,NA,NA,,
Erik Hurst,Job Search Theory and Unemployed Job Search over the Lifecycle,University of Chicago,Jan 06 2013,8:00 AM,"Hyatt, Elizabeth Ballroom F",American Economic Association,"Work and Search in Recessions: Theory, History and Measurement",J2,Valerie Ramey,University of California-San Diego,Valerie A. Ramey,University of California-San Diego,Bradford De Long,University of California-Berkeley,Dale Mortensen,Northwestern University,,,,,ERIK HURST,Male,,,,,,NA,NA,NA,NA,NA,,
Erik Snowberg,Confidence and Overconfidence in Political Economy,Caltech,Jan 04 2013,2:30 PM,"Hyatt, Manchester F",American Economic Association,"The Political Economics of Momentum, Persistence and Information",D8,David Yanagizawa-Drott,Harvard University,Daniel Shoag,Harvard Universityl,Ethan Kaplan,University of Maryland,Brian Knight,Brown University,Erik Snowberg,Caltech,Filipe Campante,Harvard Universityl,Erik Snowberg,Male,,,,,,NA,NA,NA,NA,NA,,
Erkut Y. Ozbay,Multi Object Auctions with Resale: Theory and Experiment,University of Maryland,Jan 06 2013,8:00 AM,"Hyatt, Randle B",American Economic Association,Experimental Auctions: Evidence from the Lab and Field,C9,James Cox,Georgia State University,Ron Harstad,University of Missouri,Andreas Lange,University of Hamburg,Sotiris Georganas,"University of London, Royal Holloway",Andrew Sweeting,Duke University,,,Erkut Y. Ozbay,Unknown,,,,,,NA,NA,NA,NA,NA,,
Erlend Berg,Can Rural Public Works Affect Rural Wages? Evidence from India,University of Oxford,Jan 05 2013,10:15 AM,"Marriott, Orlando",Association of Indian Economics & Financial Studies,Is There a Policy Paralysis?,O2,Amitrajeet Batabyal,Rochester Institute of Technology,Kalyan Chakraborty,Emporia State University,Keshab Bhattarai,University of Hull,Raja Kali,"HEC, Montreal",Anil Kumar,Federal Reserve Bank of Dallas,Kusum Mundra,Rutgers University,Erlend Berg,Male,,,,,,NA,NA,NA,NA,NA,,
Ernesto Dal Bo,"\Do the Right Thing:\"" The Effects of Moral Suasion on Cooperation""",University of California-Berkeley,Jan 04 2013,2:30 PM,"Marriott, Solana",Economic Science Association,Political Economy Experiments,D7,Leeat Yariv,Caltech,,,,,,,,,,,ERNESTO DAL BO,Male,,,,,,NA,NA,NA,NA,NA,,
Ernst R. Berndt,Price Indexes for Clinical Trial Research: A Feasibility Study,Massachusetts Institute of Technology and NBER,Jan 06 2013,10:15 AM,"Hyatt, Elizabeth Ballroom A",American Economic Association,Measurement Issues in the National Accounts,E0,Robert Feenstra,University of California-Davis,John Roberts,Federal Reserve Board,Marshall Reinsdorf,Bureau of Economic Analysis,Ron Borzekowski,Consumer Financial Protection Bureau,Kristopher Gerardi,Federal Reserve Bank of Atlanta,,,ERNST R. BERNDT,Male,ERNST BERNDT,,,,,NA,NA,NA,NA,NA,,
Ernst Schaumburg,Short-Term Return Reversal: The Long and the Short of It,Federal Reserve Bank of New York,Jan 04 2013,10:15 AM,"Marriott, Marina Salon G",American Finance Association,Limits to Arbitrage: Empirical Evidence,G1,Yu Yuan,University of Pennsylvania,Kent Daniel,Columbia University,Owen Lamont,Harvard University,Jeffrey Wurgler,New York University,Frank Zhang,Yale University,,,ERNST SCHAUMBURG,Male,,,,,,NA,NA,NA,NA,NA,,
Erwan Quintin,The Rise of Securitization: A Recursive Security Design Approach,University of Wisconsin,Jan 05 2013,10:15 AM,"Marriott, Rancho Santa Fe 2",American Real Estate & Urban Economic Association,Securitization and Security Design,G1,Chester Spatt,Carnegie Mellon University,Amit Seru,University of Chicago,John Griffin,University of Texas-Austin,Burton Hollifield,Carnegie Mellon University,Barney Hartman-Glaser,Duke University,,,ERWAN QUINTIN,Male,,,,,,NA,NA,NA,NA,NA,,
Espen Moen,The Economics of the Single Contract: When Do We Need Severance Payments Increasing with Tenure?,Norwegian School of Management,Jan 06 2013,10:15 AM,"Hyatt, Edward B & C",Association for Comparative Economic Studies,Labor Market Flexibility and Outcomes in Developed and Emerging Market Countries,J6,Jan Svejnar,Columbia University,John P. Bonin,Wesleyan University,Zuzana Brixiova,UNDP and African Development Bank,Stepan Jurajda,Charles University,Wenli Li,Federal Reserve Bank of Philadelphia,,,ESPEN MOEN,Male,,,,,,NA,NA,NA,NA,NA,,
Esther Duflo,Truth-Telling by Third-Party Auditors: Evidence from a Randomized Field Experiment in India,Massachusetts Institute of Technology,Jan 06 2013,8:00 AM,"Hyatt, Randle D",American Economic Association,Environmental Policy in Developing Countries,O1,Rema Hanna,Harvard University,Hunt Alcott,New York University,Ryan Kellogg,University of Michigan,Kelsey Jack,Tufts University,,,,,ESTHER DUFLO,Female,,,,,,NA,NA,NA,NA,NA,,
Esther Duflo,Diffusion of Microfinance,Massachusetts Institute of Technology,Jan 04 2013,2:30 PM,"Hyatt, Gibbons",Econometric Society,"Household, Microenterprise and Agricultural Finance in Developing Countries",D1,Manuel Hernandez,International Food Policy Research Institute,Arun Gautham Chandrasekhar,Massachusetts Institute of Technology,Christopher Udry,Yale University,Jonathan Robinson,University of California-Santa Cruz,Greg Fischer,London School of Economics,,,ESTHER DUFLO,Female,,,,,,NA,NA,NA,NA,NA,,
Esther Duflo,On the Road: Access to Transportation Infrastructure and Economic Growth in China,Massachusetts Institute of Technology,Jan 06 2013,10:15 AM,"Hyatt, Randle D",American Economic Association,Urbanization and Transportation Infrastructure in Developing Countries,O1,Benjamin A. Olken,Massachusetts Institute of Technology,Michael E. Waugh,New York University,Nancy Qian,Yale University,Benjamin A. Olken,Massachusetts Institute of Technology,Guy Michaels,London School of Economics,,,ESTHER DUFLO,Female,,,,,,NA,NA,NA,NA,NA,,
Ethan Cohen-Cole,Systemic Risk and Network Formation in the Interbank Market,University of Maryland,Jan 04 2013,8:00 AM,"Hyatt, Elizabeth Ballroom F",American Economic Association,Financial Networks,G1,Ethan Cohen-Cole,University of Maryland,Matthew O. Jackson,Stanford University,Daron Acemoglu,Massachusetts Institute of Technology,Ethan Cohen-Cole,University of Maryland,,,,,ETHAN COHEN-COLE,Male,,,,,,NA,NA,NA,NA,NA,,
Ethan Kaplan,The Persistence of Political Partisanship: Evidence from 9/11,University of Maryland,Jan 04 2013,2:30 PM,"Hyatt, Manchester F",American Economic Association,"The Political Economics of Momentum, Persistence and Information",D8,David Yanagizawa-Drott,Harvard University,Daniel Shoag,Harvard Universityl,Ethan Kaplan,University of Maryland,Brian Knight,Brown University,Erik Snowberg,Caltech,Filipe Campante,Harvard Universityl,ETHAN KAPLAN,Male,,,,,,NA,NA,NA,NA,NA,,
Etienne Gagnon,The Hitchhiker's Guide to Missing Import Price Changes and Pass-Through,Federal Reserve Board,Jan 06 2013,10:15 AM,"Hyatt, America's Cup D",Econometric Society,International Trade Pricing,F3,Robert Vigfusson,Federal Reserve Board,Robert J. Vigfusson,Federal Reserve Board,Linda S. Goldberg,Federal Reserve Bank of New York,Mario J. Crucini,Vanderbilt University,Jay C. Shambaugh,George Washington University,,,Etienne Gagnon,Male,,,,,,NA,NA,NA,NA,NA,,
Fabian Valencia,Balance-Sheet Shocks and Recapitalizations,International Monetary Fund,Jan 06 2013,10:15 AM,"Hyatt, Emma A & B",American Economic Association,Aggregate Fluctuations,E1,Richard MacDonald,St. Cloud State University,,,,,,,,,,,Fabian Valencia,Male,,,,,,NA,NA,NA,NA,NA,,
Fabrizio Mazzonna,The effect of education on old age health and cognitive abilities - does the instrument matter?,Max Planck Institute for Social Law and Social Policy,Jan 05 2013,2:30 PM,"Hyatt, Ford A",American Economic Association,Effects of Education and Access to Education,I2,Peter McHenry,College of William & Mary,,,,,,,,,,,Fabrizio Mazzonna,Male,,,,,,NA,NA,NA,NA,NA,,
Fabrizio Perri,Wealth and Volatility,University of Minnesota,Jan 06 2013,10:15 AM,"Hyatt, Elizabeth Ballroom H",American Economic Association,Fluctuations in Risk Over the Business Cycle,E3,Fatih Guvenen,University of Minnesota,,,,,,,,,,,FABRIZIO PERRI,Male,,,,,,NA,NA,NA,NA,NA,,
Fabrizio Zilibotti,Offshoring and Directed Technical Change,University of Zurich,Jan 06 2013,8:00 AM,"Hyatt, Cunningham A & B",Econometric Society,Offshoring and Technology Transfer,F2,Philippe Bacchetta,University of Lausanne,,,,,,,,,,,FABRIZIO ZILIBOTTI,Male,,,,,,NA,NA,NA,NA,NA,,
Fariha Kamal,Trade Reforms and Rent Sharing in China: Did Tariff Cuts Reduce Labor's Share of Income?,U.S. Census Bureau,Jan 04 2013,10:15 AM,"Hyatt, Randle D",Chinese Economists Society,"International Trade, Labor and Knowledge Capital in China since WTO",F1,Belton Fleisher,Ohio State University,C.Y. Choi,University of Texas-Arlington,William H. McGuire,Ohio State University,Zhiqiang Liu,University at Buffalo,Daniel Santabarbara,Bank of Spain,Heiwai Tang,Tufts University and Johns Hopkins University,Fariha Kamal,Female,,,,,,NA,NA,NA,NA,NA,,
Farley Grubb,Chronic Specie Scarcity and Efficient Barter: The Problem of Maintaining an Outside Money Supply in British Colonial America,University of Delaware,Jan 05 2013,12:30 PM,"Hyatt, Emma C",Economic History Association,"Money, Banking, and Prices",N2,Dan Bogart,University of California-Irvine,Peter Koudris,Stanford University,Jean Laurent Rosenthal,California Institute of Technology,Alejandro Komai,University of California-Irvine,,,,,FARLEY GRUBB,Male,,,,,,NA,NA,NA,NA,NA,,
Farzad Saidi,Cash is King: Revaluation and the Medium of Exchange in Merger Bids,New York University,Jan 04 2013,10:15 AM,"Marriott, Miramar",Association of Financial Economists,Takeovers and Merger Waves,G3,Simi Kedia,Rutgers University,Audra L. Boone,Texas A&M University,Matthias Kahl,University of Colorado,Micah S. Officer,Loyola Marymount University,Sris Chatterjee,Fordham University,,,Farzad Saidi,Male,,,,,,NA,NA,NA,NA,NA,,
