author,paper_title,author_affiliation,date,time,location,association,session_title,session_jel_code,session_chair,session_chair_affiliation,discussant_1,discussant_1_affiliation,discussant_2,discussant_2_affiliation,discussant_3,discussant_3_affiliation,discussant_4,discussant_4_affiliation,discussant_5,discussant_5_affiliation,author.y,gender,alternative_1,alternative_2,alternative_3,alternative_4,alternative_5,X,X.1,X.2,X.3,X.4
Gita Gopinath,Sovereign Debt Crises in a Currency Union,Harvard University,Jan 05 2014,8:00 AM,"Philadelphia Marriott, Grand Ballroom - Salon E",American Economic Association,Sovereign Debt Crisis,F4,Gita Gopinath,Harvard University,Vincenzo Quadrini,University of Southern California,Javier Bianchi,University of Wisconsin,Andrew Atkeson,University of California-Los Angeles,,,,,GITA GOPINATH,Female,,,,,,NA,NA,NA,NA,NA
Gita Gopinath,Misallocation of Capital in Europe,Harvard University,Jan 04 2014,2:30 PM,"Pennsylvania Convention Center, 201-C",American Economic Association,"Firms, Finance and Global Recessions",F4,Sebnem Kalemli-Ozcan,University of Maryland,Saki Bigio,Columbia University,Nicholas Bloom,Stanford University,Ricardo Reis,Columbia University,,,,,GITA GOPINATH,Female,,,,,,NA,NA,NA,NA,NA
Gopi Shah Goda,Retirement Plan Type and Employee Mobility: The Role of Selection and Incentive Effects,Stanford University,Jan 05 2014,1:00 PM,"Pennsylvania Convention Center, 203-A",American Economic Association,Structural Estimation,D0,Petra Todd,University of Pennsylvania,,,,,,,,,,,Gopi Shah Goda,Male,,,,,,NA,NA,NA,NA,NA
Gordon H. Hanson,Trade Adjustment: Worker Level Evidence,University of California-San Diego,Jan 05 2014,1:00 PM,"Philadelphia Marriott, Grand Ballroom - Salon K",American Economic Association,Empirical Studies in International Trade,F1,Linda Tesar,University of Michigan,,,,,,,,,,,Gordon H. Hanson,Male,GORDON HANSON,,,,,NA,NA,NA,NA,NA
Gordon Phillips,The Incentives for Vertical Mergers and Vertical Integration,University of Southern California,Jan 04 2014,8:00 AM,"Loews Philadelphia Hotel, Commonwealth Hall B",American Finance Association,Motivations and Value Creation in Mergers,G3,Robert Parrino,University of Texas,Thomas W. Bates,Arizona State University,Andres Almazan,University of Texas-Austin,Matthew Rhodes-Kropf,Harvard Business School,Alex Edmans,University of Pennsylvania,,,GORDON PHILLIPS,Male,,,,,,NA,NA,NA,NA,NA
Greg Kaplan,The Distribution of Lifetime Incomes in the United States,Princeton University and NBER,Jan 05 2014,10:15 AM,"Pennsylvania Convention Center, 201-C",American Economic Association,Big Data In Macroeconomics: New Insights from Large Administrative Datasets,E6,Fatih Guvenen,University of Minnesota and NBER,,,,,,,,,,,GREG KAPLAN,Male,,,,,,NA,NA,NA,NA,NA
Greg Kaplan,A Tale of Two Stimulus Payments: 2001 vs 2008,Princeton University,Jan 05 2014,1:00 PM,"Pennsylvania Convention Center, 201-C",American Economic Association,Perspectives on Consumption,E2,Alisdair McKay,Boston University,Sam Schulhofer-Wohl,Federal Reserve Bank of Minneapolis,Toshihiko Mukoyama,University of Virginia,Dirk Krueger,University of Pennsylvania,Jeffrey R. Campbell,Federal Reserve Bank of Chicago,,,GREG KAPLAN,Male,,,,,,NA,NA,NA,NA,NA
Gregor Matvos,Advertising Expensive Mortgages,University of Chicago,Jan 05 2014,1:00 PM,"Pennsylvania Convention Center, 204-B",American Economic Association,Marketing and Finance: Are Financial Products Bought or Sold?,G2,Antoinette Schoar,Massachusetts Institute of Technology,Colin Camerer,California Institute of Technology,Christopher Mayer,Columbia University,David Laibson,Harvard University,,,,,GREGOR MATVOS,Male,,,,,,NA,NA,NA,NA,NA
Guido Lorenzoni,"Credit Crises, Precautionary Savings and the Liquidity Trap",Northwestern University,Jan 04 2014,8:00 AM,"Philadelphia Marriott, Meeting Room 402",Econometric Society,Financial Frictions and the Macroeconomy,E5,Andrea Tambalotti,Federal Reserve Bank of New York,,,,,,,,,,,GUIDO LORENZONI,Male,,,,,,NA,NA,NA,NA,NA
Guido Lorenzoni,Slow-Motion Sovereign Debt Crises,Northwestern University,Jan 03 2014,10:15 AM,"Philadelphia Marriott, Meeting Room 405",Econometric Society,Sovereign Debt Crises,F3,Harald Uhlig,University of Chicago,Guido Lorenzoni,Northwestern University,Henning Bohn,University of California-Santa Barbara,Vincenzo Quadrini,University of Southern California,,,,,GUIDO LORENZONI,Male,,,,,,NA,NA,NA,NA,NA
Guillermo Ordonez,Patents as Collateral and Directed Technical Change,University of Pennsylvania,Jan 05 2014,10:15 AM,"Philadelphia Marriott, Grand Ballroom - Salon K",American Economic Association,Credit and Collateral,G2,Aubhik Khan,Ohio State University,,,,,,,,,,,Guillermo Ordonez,Male,,,,,,NA,NA,NA,NA,NA
H. Peyton Young,How Likely is Contagion in Financial Networks?,University of Oxford,Jan 03 2014,8:00 AM,"Pennsylvania Convention Center, 201-A",American Economic Association,Measuring Systemic Risk,G2,René Stulz,Ohio State University,Sanjiv R. Das,Santa Clara University,Mark J. Flannery,University of Florida,Albert S. Kyle,University of Maryland,Rene M. Stulz,Ohio State University,,,H. Peyton Young,Male,,,,,,NA,NA,NA,NA,NA
Hal Varian,Machine Learning and Econometrics,Google,Jan 03 2014,10:15 AM,"Pennsylvania Convention Center, 204-A",American Economic Association,The Analysis of Big Data: New Tools and New Results with Health and Finance Applications,I1,Martin Gaynor,Carnegie Mellon University,,,,,,,,,,,Hal Varian,Male,,,,,,NA,NA,NA,NA,NA
Hal Varian,The VCG Auction in Theory and in Practice,Google,Jan 05 2014,10:15 AM,"Pennsylvania Convention Center, 204-A",American Economic Association,Market Design for Auction Markets,D7,Paul Milgrom,Stanford University,Alvin E. Roth,Stanford University,Tayfun Sonmez,Boston College,,,,,,,Hal Varian,Male,,,,,,NA,NA,NA,NA,NA
Hale Utar,When the Floodgates Open:,Bielefeld University,Jan 05 2014,8:00 AM,"Philadelphia Marriott, Meeting Room 403",Econometric Society,International Trade: Empirics,F1,Ralph Ossa,University of Chicago,Andreas Moxnes,Dartmouth College,Ralph Ossa,University of Chicago,Chong Xiang,Purdue University,,,,,HALE UTAR,Female,,,,,,NA,NA,NA,NA,NA
Halsey Rogers,Double for Nothing? The Effects of Unconditional Teacher Salary Increases on Performance,World Bank,Jan 03 2014,12:30 PM,"Pennsylvania Convention Center, 106-B",Society of Government Economists,Education Policy in Developing Countries,I2,Quentin Wodon,World Bank,,,,,,,,,,,Halsey Rogers,Male,,,,,,NA,NA,NA,NA,NA
Hanan Jacoby,Household Exposure to Food Price Shocks in Rural Bangladesh,World Bank,Jan 03 2014,2:30 PM,"Philadelphia Marriott, Meeting Room 407",Association for Economic & Development Studies in Bangladesh,"Food Price Shocks, Health and Minority Groups",O1,Mahmudul Anam,York University,Takashi Kurosaki,Hitotsubashi University,Yasuyuki Sawada,University of Tokyo,Christopher Udry,Yale University,Arif Mamun,Mathematica Policy Research,,,Hanan Jacoby,Male,,,,,,NA,NA,NA,NA,NA
Hani Mansour,The Effects of Intrauterine Malnutrition on Birth and Fertility Outcomes: Evidence from the 1974 Bangladesh Famine,University of Colorado-Denver,Jan 03 2014,2:30 PM,"Philadelphia Marriott, Meeting Room 407",Association for Economic & Development Studies in Bangladesh,"Food Price Shocks, Health and Minority Groups",O1,Mahmudul Anam,York University,Takashi Kurosaki,Hitotsubashi University,Yasuyuki Sawada,University of Tokyo,Christopher Udry,Yale University,Arif Mamun,Mathematica Policy Research,,,Hani Mansour,Male,,,,,,NA,NA,NA,NA,NA
Hanming Fang,Sex Ratios and Savings Rates: Some Experimental Evidence,University of Pennsylvania and NBER,Jan 03 2014,10:15 AM,"Pennsylvania Convention Center, 105-A",Chinese Economic Association in North America/American Economic Association,Greater China and the World Economy I,F6,ShangJin Wei,Columbia University,BeenLon Chen,Academia Sinica,Liugang Sheng,Chinese University of Hong Kong,Yong Wang,Hong Kong University of Science and Technology,Se Yan,Peking University,,,HANMING FANG,Male,,,,,,NA,NA,NA,NA,NA
Hanming Fang,Equilibrium Labor Market Search and Health Insurance Reform,University of Pennsylvania,Jan 03 2014,2:30 PM,"Philadelphia Marriott, Meeting Room 404",Econometric Society,Evaluating Health Insurance Reform,H5,Hanming Fang,University of Pennsylvania,,,,,,,,,,,HANMING FANG,Male,,,,,,NA,NA,NA,NA,NA
Hanno Lustig,The Common Factor in Idiosyncratic Volatility,University of California-Los Angeles,Jan 04 2014,10:15 AM,"Loews Philadelphia Hotel, Commonwealth Hall D",American Finance Association,Cross-Sectional Variation in Average Returns and Volatilities,G1,Christopher Polk,London School of Economics,Dong Lou,London School of Economics,Jonathan Lewellen,Dartmouth College,Kent Daniel,Columbia University,John Y. Campbell,Harvard University,,,HANNO LUSTIG,Male,,,,,,NA,NA,NA,NA,NA
Hanno Lustig,Deflation Risk,University of California-Los Angeles,Jan 03 2014,8:00 AM,"Loews Philadelphia Hotel, Commonwealth Hall B",American Finance Association,"Macroeconomics, Deflation and Liquidity",G1,Markus Brunnermeier,Princeton University,Cesaire Meh,Bank of Canada,Anil Kashyap,University of Chicago,Thomas Eisenbach,Federal Reserve Bank of New York,Tyler Muir,Yale University,,,HANNO LUSTIG,Male,,,,,,NA,NA,NA,NA,NA
Hao Jiang,Tail Risk and Hedge Fund Returns,Erasmus University,Jan 03 2014,2:30 PM,"Loews Philadelphia Hotel, Commonwealth Hall C",American Finance Association,Hedge Funds,G2,Stefan Nagel,Stanford University,Jakub W. Jurek,Princeton University,Lasse Pedersen,Copenhagen Business School,Jonathan B. Berk,Stanford University,Itzhak Ben-David,Ohio State University,,,Hao Jiang,Male,,,,,,NA,NA,NA,NA,NA
Hao Zhou,Stock Return and Cash Flow Predictability: The Role of Volatility Risk,Tsinghua University,Jan 04 2014,8:00 AM,"Philadelphia Marriott, Meeting Room 406",Econometric Society,Volatility and Asset Returns,G1,Amir Yaron,University of Pennsylvania,,,,,,,,,,,HAO ZHOU,Male,,,,,,NA,NA,NA,NA,NA
Hao Zhou,The Systemic Risk of European Banks during the Financial and Sovereign Debt Crises,Tsinghua University,Jan 04 2014,8:00 AM,"Loews Philadelphia Hotel, Congress C","International Banking, Economics & Finance Association",European Banking and Monetary Transmission,G2,Wayne Passmore,Federal Reserve Board,Jens Christensen,Federal Reserve Bank of San Francisco,Louis Raes,Tilburg University,Loretta Mester,Federal Reserve Bank of Philadelphia,Larry Wall,Federal Reserve Bank of Atlanta,,,HAO ZHOU,Male,,,,,,NA,NA,NA,NA,NA
Haoxiang Zhu,Risk and Return Trade-Off in the United States Treasury Markets,Massachusetts Institute of Technology,Jan 05 2014,10:15 AM,"Pennsylvania Convention Center, 202-A",American Economic Association,Topics in Treasury Markets,G1,Monika Piazzesi,Stanford University,Pierluigi Balduzzi,Boston College,Tobias Adrian,Federal Reserve Bank of New York,Torben Andersen,Northwestern University,Gregory Duffee,Johns Hopkins University,,,Haoxiang Zhu,Male,,,,,,NA,NA,NA,NA,NA
Haoxiang Zhu,Risk Premia in Gold Leasing Markets,Massachusetts Institute of Technology,Jan 03 2014,2:30 PM,"Loews Philadelphia Hotel, Commonwealth Hall D",American Finance Association,Economics of Commodity Markets,G1,Wei Xiong,Princeton University,Ing-Haw Cheng,Dartmouth College,Steven D. Baker,Carnegie Mellon University,Motohiro Yogo,Federal Reserve Bank of Minneapolis,Alexi Savov,New York University,,,Haoxiang Zhu,Male,,,,,,NA,NA,NA,NA,NA
Harald Hau,Asset Allocation and Monetary Policy: Evidence from the Eurozone,University of Geneva,Jan 04 2014,10:15 AM,"Loews Philadelphia Hotel, Commonwealth Hall C",American Finance Association,Mutual Funds and Investment Choice,G1,William Goetzmann,Yale University,Roy Zuckerman,Rutgers University,Philipp Illeditsch,University of Pennsylvania,Masahiro Watanabe,University of Alberta,Hong Zhang,INSEAD,,,HARALD HAU,Male,,,,,,NA,NA,NA,NA,NA
Harald Uhlig,Sovereign Default Risk and Banks in a Monetary Union,University of Chicago,Jan 04 2014,2:30 PM,"Pennsylvania Convention Center, 201-A",Econometric Society,Macroeconomics with Debt Markets in Turmoil,E5,Enrique Mendoza,University of Pennsylvania,,,,,,,,,,,HARALD UHLIG,Male,,,,,,NA,NA,NA,NA,NA
Harold Pollack,Preventing Youth Violence and Dropout: A Randomized Field Experiment,University of Chicago,Jan 04 2014,10:15 AM,"Pennsylvania Convention Center, 110-B",American Economic Association,Strategies for Reducing Crime,K4,David Abrams,University of Pennsylvania,Matthew J. Lindquist,"SOFI, Stockholm University",Rosalie Pacula,RAND Corporation,William Hoyt,University of Kentucky,,,,,Harold Pollack,Male,,,,,,NA,NA,NA,NA,NA
Heidi L. Williams,Why is Infant Mortality Higher in the United States Than in Europe?,Massachusetts Institute of Technology,Jan 04 2014,2:30 PM,"Pennsylvania Convention Center, 204-A",American Economic Association,Investigating the Determinants of Infant Mortality,I1,Emily Oster,University of Chicago,,,,,,,,,,,Heidi L. Williams,Female,,,,,,NA,NA,NA,NA,NA
Heidi L. Williams,Do Fixed Patent Terms Distort Innovation? Evidence from Cancer Clinical Trials,Massachusetts Institute of Technology,Jan 03 2014,2:30 PM,"Pennsylvania Convention Center, 204-B",American Economic Association,Intellectual Property Rights and Innovation,O3,Heidi Williams,Massachusetts Institute of Technology,,,,,,,,,,,Heidi L. Williams,Female,,,,,,NA,NA,NA,NA,NA
Helena Skyt Nielsen,School Starting Age and Crime,Aarhus University,Jan 05 2014,8:00 AM,"Philadelphia Marriott, Grand Ballroom - Salon K",American Economic Association,Economics of Crime,K4,Matthew Lindquist,"SOFI, Stockholm University",Erdal Tekin,Georgia State University,Matthew J. Lindquist,"SOFI, Stockholm University",Patrick Bayer,NBER and Duke University,Jacob L. Vigdor,Duke University,,,HELENA SKYT NIELSEN,Female,,,,,,NA,NA,NA,NA,NA
Helena Skyt Nielsen,Math and Gender: Is Math a Route to a High-Powered Career?,Aarhus University,Jan 03 2014,8:00 AM,"Philadelphia Marriott, Grand Ballroom - Salon L",American Economic Association,Gender Differences,J1,Joyce Jacobsen,Wesleyan University,,,,,,,,,,,HELENA SKYT NIELSEN,Female,,,,,,NA,NA,NA,NA,NA
Henning Bohn,"Low Altruism, Austerity, and Aversion to Default: Are Countries Converging to the Natural Debt Limit?",University of California-Santa Barbara,Jan 03 2014,10:15 AM,"Philadelphia Marriott, Meeting Room 405",Econometric Society,Sovereign Debt Crises,F3,Harald Uhlig,University of Chicago,Guido Lorenzoni,Northwestern University,Henning Bohn,University of California-Santa Barbara,Vincenzo Quadrini,University of Southern California,,,,,HENNING BOHN,Male,,,,,,NA,NA,NA,NA,NA
Henrik Enderlein,Sovereign Defaults in Court,Hertie School of Governance and Harvard University,Jan 04 2014,2:30 PM,"Pennsylvania Convention Center, 204-B",American Economic Association,New Challenges in Sovereign Debt Restructuring,F4,Patrick Bolton,Columbia University,Laura Alfaro,Harvard University,Fernando Broner,CREI and Universitat Pompeu Fabra,Anil Kashyap,University of Chicago,Michael Bordo,Rutgers University,,,Henrik Enderlein,Male,,,,,,NA,NA,NA,NA,NA
Henry Pollakowski,Demolition-Forced Moves from Public Housing to Voucher Housing: Effects on Youth's Long-Term Employment Outcomes,Harvard University,Jan 05 2014,1:00 PM,"Loews Philadelphia Hotel, Washington C",American Real Estate & Urban Economic Association,Urban Economics,R1,Jan Brueckner,University of California-Irvine,Donald Haurin,Ohio State University,Jeffrey Zax,University of Colorado-Boulder,Michael Eriksen,University of Georgia,Jeffrey Lin,Federal Reserve Bank of Philadelphia,,,HENRY POLLAKOWSKI,Male,,,,,,NA,NA,NA,NA,NA
Hilary Sigman,Fragmentation and Crime,Rutgers University,Jan 04 2014,10:15 AM,"Pennsylvania Convention Center, 110-B",American Economic Association,Strategies for Reducing Crime,K4,David Abrams,University of Pennsylvania,Matthew J. Lindquist,"SOFI, Stockholm University",Rosalie Pacula,RAND Corporation,William Hoyt,University of Kentucky,,,,,HILARY SIGMAN,Female,,,,,,NA,NA,NA,NA,NA
Hilary W. Hoynes,"The More Things Change, the More They Stay the Same: The Safety Net, Living Arrangements, and Poverty in the Great Recession",University of California-Davis,Jan 03 2014,10:15 AM,"Pennsylvania Convention Center, 105-B",American Economic Association,The Great Recession's Effect on Well-Being Through Different Prisms,I3,Karen Dynan,Brookings Institution,Katherine Abraham,University of Maryland,"Melvin Stephens, Jr",University of Michigan,,,,,,,Hilary W. Hoynes,Female,HILARY HOYNES,,,,,NA,NA,NA,NA,NA
Hilary W. Hoynes,Do In-Work Tax Credits Serve as a Safety Net?,University of California-Davis and NBER,Jan 03 2014,2:30 PM,"Philadelphia Marriott, Grand Ballroom - Salon L",American Economic Association,Behavioral Responses to Taxation,H2,Nathaniel Hendren,Harvard University,Hilary W. Hoynes,University of California-Davis,Dayanand S. Manoli,University of Texas-Austin,Wojciech Kopczuk,Columbia University,Nathaniel Hendren,Harvard University,,,Hilary W. Hoynes,Female,HILARY HOYNES,,,,,NA,NA,NA,NA,NA
Hitoshi Shigeoka,"School Cutoff Dates, and the Timing of Births",Simon Fraser University,Jan 03 2014,8:00 AM,"Philadelphia Marriott, Grand Ballroom - Salon I",American Economic Association,Fertility Decisions,J1,Tom Vogl,Princeton University,,,,,,,,,,,Hitoshi Shigeoka,Male,,,,,,NA,NA,NA,NA,NA
Holger Sieg,The Superintendent's Dilemma: Managing School District Capacity as Parents Vote with Their Feet,University of Pennsylvania,Jan 05 2014,8:00 AM,"Philadelphia Marriott, Meeting Room 401",Econometric Society,Empirical Models for Policy Evaluation,H3,John Rust,Georgetown University,,,,,,,,,,,HOLGER SIEG,Male,,,,,,NA,NA,NA,NA,NA
Hongjun Yan,Informed Trading and Expected Returns,Yale University,Jan 03 2014,8:00 AM,"Loews Philadelphia Hotel, Commonwealth Hall C",American Finance Association,Institutional Investors' Portfolio Choices,G1,Luis Viceira,Harvard Business School,Stephen G. Dimmock,Nanyang Technological University,Lauren H. Cohen,Harvard Business School,Bryan T. Kelly,University of Chicago,Jakub W. Jurek,Princeton University,,,HONGJUN YAN,Male,,,,,,NA,NA,NA,NA,NA
